customer_id,company_name,company_size_headcount,segment,revenue_band_gbp,industry_vertical,industry_sub_vertical,hq_region,num_sites,num_countries,ownership_type,parent_group_structure,regulatory_regime,ma_activity_flag_12m,leadership_change_flag_12m,funding_stage,employee_growth_rate_yoy,remote_hybrid_ratio,owns_sdwan,owns_swg,owns_fwaas,owns_casb,owns_ztna,owns_dlp,owns_dem,owns_browser_isolation,owns_email_security,owns_cspm,owns_sspm,owns_sandboxing_atp,owns_mdr,primary_vendor,multi_vendor_flag,deployment_model,contract_value_gbp,contract_length_months,months_since_contract_start,months_until_renewal,num_active_skus,bundle_vs_ala_carte,product_adoption_rate,feature_adoption_rate,concurrent_users_pct,licensed_vs_active_seats_ratio,bandwidth_utilisation_trend,peak_vs_avg_usage_ratio,policy_rule_count,api_usage_volume,admin_login_frequency,num_active_admins,unused_license_pct,overage_incidents_12m,mobile_remote_endpoint_ratio,cloud_app_usage_volume,shadow_it_events_12m,genai_llm_traffic_volume,api_integration_count,config_drift_events,throughput_growth_rate,self_service_portal_logins,support_tickets_last_12m,avg_ticket_severity,ticket_resolution_time_avg_hrs,repeat_ticket_rate,escalation_count_12m,sla_breach_count_12m,nps_score,csat_score,qbr_frequency,days_since_last_qbr,days_since_last_exec_touchpoint,onboarding_completion_days,time_to_first_value_days,security_incidents_last_12m,incident_severity_distribution,breach_risk_score,threats_blocked_trend,false_positive_rate,mean_time_to_detect_hrs,mean_time_to_respond_hrs,phishing_sim_click_rate,vuln_scan_findings_trend,compliance_audit_findings,cyber_insurance_renewal_flag,peer_breach_disclosure_flag,acv_trend_pct,payment_on_time_pct,discount_level_pct,upsell_history_count_24m,downsell_history_count_24m,negotiation_intensity_flag,budget_cycle_month,procurement_complexity_flag,multi_year_commitment_flag,competitive_rfp_flag_12m,champion_identified_flag,champion_seniority_level,num_engaged_stakeholders,decision_maker_turnover_12m,exec_sponsor_engagement_level,tech_vs_business_buyer_ratio,account_team_tenure_months,cross_sell_conversation_count,reference_willingness_flag,event_webinar_attendance_12m,industry_avg_adoption_rate,peer_cohort_penetration_pct,industry_regulatory_pressure_trend,industry_threat_landscape_severity,competitor_product_presence_flag,industry_ma_consolidation_trend,industry_cloud_migration_maturity,industry_remote_work_trend,recent_funding_round_flag,recent_breach_disclosed_flag,security_it_hiring_signal,cloud_migration_announcement_flag,digital_transformation_flag,expansion_announcement_flag,regulatory_investigation_flag,security_leadership_hire_flag,tech_stack_change_signal,esg_certification_pursuit_flag,website_product_page_visits,content_downloads_12m,webinar_registrations_12m,email_engagement_rate,rep_touch_frequency,proposal_quote_requests_12m,competitor_comparison_page_visits,pricing_page_visits,adoption_rate_trend_3m,adoption_rate_trend_12m,ticket_volume_trend,usage_trend_6m,nps_trend,security_incident_trend,seasonality_adjusted_usage,days_since_last_product_addition,upsell_velocity,renewal_risk_trajectory,engagement_recency_decay_score,churn_risk_flag,upsell_target_ngfw,upsell_target_ztna,upsell_target_dlp,upsell_target_casb,upsell_target_dem,upsell_target_browser,upsell_target_email_sec,upsell_target_cspm,upsell_target_mdr
1685,Cascade Partners,2395,Enterprise,81600000,Legal,Legal - Sub3,East Anglia,21,3,Private,Subsidiary,GDPR,No,No,Private Equity,-4.2,32.1,0,0,0,1,0,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Self-Managed,60500,24,1,7,4,Bundle,38.9,27.1,64.9,0.8,-11.0,2.77,10,21,16,4,78.3,1,29.2,98,17,149,2,4,-2.9,23,16,Low,37.4,23.8,3,1,24,28.4,Ad-hoc,21,38,42,51,2,Mostly Low,68,36.8,22.4,10.36,38.08,29.9,12.6,2,No,No,13.9,72.3,9.9,5,1,Medium,Jan,Low,Yes,No,Yes,None,1,No,None,2.12,16,1,No,1,51.6,42.4,Stable,High,Unknown,Low,77.7,Stable,Yes,Yes,None,Yes,No,No,No,No,No,No,7,3,0,39.7,5,1,0,4,-1.7,-5.8,7.2,0.6,2.9,-8.9,-9.5,43,10.2,Worsening,47.2,Yes,0,0,0,0,0,0,0,0,0
1686,Beacon Systems,3138,Corporate,181000000,Healthcare,Healthcare - Sub3,South West,16,2,Private,Subsidiary,HIPAA-equiv,No,No,Post-IPO,-9.2,30.9,1,1,0,1,0,1,0,0,0,0,0,0,0,Versa Networks,No,Fully Managed,144200,12,72,10,6,Bundle,91.7,63.2,58.0,1.02,-15.5,3.28,34,13,7,8,0.0,1,19.1,112,23,67,1,2,20.2,16,16,Low,11.7,10.5,1,0,82,78.5,Annually,30,4,77,15,1,Mostly Low,5,7.1,18.0,2.52,4.43,21.7,-45.7,0,Yes,No,-6.5,89.4,3.2,0,0,Low,Apr,Medium,Yes,No,Yes,Manager,1,No,Medium,2.89,18,3,No,1,41.6,62.5,Increasing,High,Yes,Low,55.1,Decreasing,Yes,No,High,Yes,No,No,No,No,No,Yes,3,3,1,3.0,8,0,1,1,9.5,24.9,-1.1,-0.5,-6.0,-7.4,-8.7,21,6.7,Improving,74.0,No,1,1,0,0,0,0,1,1,1
1687,Zenith Partners,618,Mid-Market,18700000,Education,Education - Sub2,Wales,4,1,Public,Subsidiary,GDPR,No,No,N/A,14.3,19.4,0,0,1,0,0,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Fully Managed,32600,24,8,20,4,A la carte,57.5,47.6,36.0,1.4,8.5,2.43,15,58,1,1,33.3,3,6.0,51,15,12,1,3,10.0,9,15,Low,1.0,31.1,2,0,68,71.3,Annually,164,145,40,35,2,Mostly Low,24,40.8,15.1,23.92,46.26,0.0,-33.5,2,Yes,No,17.4,81.4,22.2,1,1,Low,Jul,Medium,No,No,Yes,Manager,4,No,Low,1.66,1,0,No,3,51.6,54.4,Increasing,Low,No,Medium,61.5,Stable,No,No,High,No,Yes,No,No,No,No,No,24,1,0,3.6,6,0,0,1,3.7,7.9,-6.4,6.9,-2.4,3.1,-6.9,164,2.0,Improving,0.0,No,0,0,1,0,0,0,1,0,0
1688,Argent Holdings,278,Mid-Market,8700000,Media,Media - Sub3,Scotland,2,1,Private,Standalone,GDPR,No,No,N/A,-2.8,11.2,0,0,1,0,0,0,0,0,1,0,0,0,0,Fortinet,Yes,Co-Managed,27200,24,26,15,3,A la carte,43.9,41.3,41.8,1.15,-4.3,2.0,25,31,7,1,56.1,0,22.9,63,5,1,4,0,25.0,3,11,Medium,29.2,22.5,0,1,39,48.1,Quarterly,146,67,66,35,5,Mixed,24,32.3,9.3,8.38,29.51,16.9,-26.8,1,No,No,6.8,83.3,1.8,3,2,Low,Oct,Medium,No,No,Yes,VP,3,No,None,1.74,13,0,No,2,55.8,23.4,Increasing,High,No,High,72.0,Stable,No,No,Medium,No,No,No,No,No,Yes,No,0,2,0,27.1,6,1,0,0,-6.4,-24.2,3.7,12.4,2.4,-0.1,-4.4,17,27.4,Stable,29.1,No,0,0,0,0,0,0,0,1,0
1689,Acme Ltd,491,Mid-Market,22300000,Logistics,Logistics - Sub3,Northern Ireland,5,1,Private,Subsidiary,GDPR,No,No,N/A,-14.4,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Fully Managed,21100,12,13,8,1,A la carte,36.0,35.5,36.1,1.46,11.2,2.23,1,204,20,1,76.7,0,39.2,54,14,33,5,2,8.1,4,14,High,33.9,6.0,0,0,9,48.2,Monthly,45,85,70,32,3,Mostly Low,40,52.6,13.1,3.31,7.95,12.7,46.4,3,No,No,1.1,91.2,15.0,1,1,Medium,Jan,High,No,No,Yes,Director,2,No,None,2.24,39,1,No,1,60.1,35.4,Stable,Medium,No,Low,14.4,Stable,No,No,Low,No,Yes,No,No,No,No,No,1,0,0,28.9,6,2,0,2,-4.5,-10.0,3.1,-6.0,-6.6,2.7,-6.4,93,14.9,Stable,81.8,Yes,0,0,0,0,0,0,0,0,0
1690,Halo Solutions,513,Mid-Market,10300000,Manufacturing,Manufacturing - Sub3,Wales,6,1,Private,Standalone,GDPR,No,Yes,N/A,3.2,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Co-Managed,10500,24,16,20,3,Bundle,42.2,29.0,63.9,1.6,7.5,1.63,1,55,29,1,49.4,0,54.1,33,4,41,2,0,-4.0,2,18,Low,63.5,16.4,0,4,9,44.4,Annually,389,62,53,1,1,Mostly Low,61,-12.7,7.8,3.35,13.16,19.2,-10.8,5,No,No,28.8,89.8,11.9,0,1,Low,Jan,Low,No,No,No,Manager,3,No,Medium,1.81,25,1,No,3,47.2,55.6,Stable,Medium,Yes,Medium,32.6,Stable,No,Yes,Low,No,Yes,No,No,No,No,No,14,4,1,35.5,5,1,0,0,-5.1,-11.1,5.2,5.6,-0.2,-1.1,-4.2,61,29.6,Improving,72.7,Yes,0,0,0,0,0,1,0,0,0
1691,Ironwood Corp,107,SMB,5300000,Utilities,Utilities - Sub3,South East,1,1,Private,Standalone,GDPR,No,No,N/A,-5.4,30.7,0,1,0,0,0,1,0,0,0,0,0,0,0,Zscaler,No,Co-Managed,34000,36,23,16,5,A la carte,48.7,30.2,73.4,1.21,22.5,2.88,36,18,3,1,49.9,1,30.7,72,14,45,6,4,-0.9,8,16,Low,45.4,6.0,0,0,24,56.4,Ad-hoc,17,82,32,24,2,Mixed,34,24.7,7.3,3.63,10.97,29.6,18.2,1,No,No,21.0,74.2,12.8,0,2,Medium,Oct,Low,No,No,Yes,Director,3,No,High,2.22,10,2,Yes,2,65.4,47.6,Decreasing,Medium,Yes,Medium,33.9,Stable,No,No,Low,No,Yes,No,No,No,No,No,7,3,1,16.8,10,1,0,1,0.1,0.3,1.4,6.4,9.9,-1.8,13.6,7,19.6,Worsening,43.8,Yes,1,1,0,0,0,0,0,0,0
1692,Argent PLC,3471,Public Sector,121800000,Technology,Technology - Sub1,Northern Ireland,37,6,Private,Standalone,GDPR,Yes,No,N/A,25.5,35.5,0,0,1,0,0,0,0,0,1,1,0,0,0,Versa Networks,No,Co-Managed,89800,12,46,23,4,A la carte,84.3,65.5,55.5,1.21,7.3,3.04,41,198,14,5,18.9,0,48.1,69,11,638,0,5,11.0,3,9,Low,39.4,0.0,0,0,51,78.0,Monthly,11,7,28,1,0,Mixed,5,20.0,5.0,0.8,17.95,11.3,-11.3,1,Yes,No,-11.8,100.0,4.9,0,0,Medium,Jan,High,No,No,Yes,Director,2,No,Low,1.57,60,3,No,0,32.1,23.2,Increasing,High,Yes,Medium,44.0,Increasing,No,No,Medium,No,Yes,No,No,No,No,No,6,4,1,32.2,8,1,0,0,6.5,14.7,-14.9,8.5,-1.4,-7.9,14.8,193,8.8,Stable,28.8,No,0,1,0,0,0,1,0,0,0
1693,Meridian & Co,1733,Corporate,102400000,Technology,Technology - Sub2,Wales,21,5,PE-Backed,Standalone,GDPR,No,No,Post-IPO,9.6,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,Versa Networks,Yes,Fully Managed,55400,12,15,12,5,Bundle,45.7,41.9,21.7,1.16,13.9,1.66,31,206,29,4,56.2,2,60.6,79,4,325,3,2,12.7,8,19,High,46.3,5.9,2,0,25,54.2,Monthly,4,111,53,4,3,Mostly Low,36,-7.1,16.5,2.54,22.55,18.5,-12.6,1,No,No,-6.1,98.9,30.1,5,0,Medium,Jul,Medium,No,No,Yes,Director,2,Yes,Medium,0.35,35,3,No,0,69.2,39.1,Decreasing,Medium,No,Medium,73.9,Stable,No,No,Medium,Yes,Yes,No,No,No,No,No,10,3,1,30.8,10,1,0,2,5.6,12.7,0.3,1.7,3.9,9.5,21.9,98,9.7,Stable,47.7,No,0,1,0,0,0,0,0,0,0
1694,Fusion Systems,62,SMB,3000000,Technology,Technology - Sub2,South East,1,1,Private,Standalone,GDPR,Yes,No,N/A,-9.6,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Co-Managed,8000,12,11,24,1,A la carte,40.6,35.0,51.4,1.16,-3.3,2.39,1,3,31,1,70.1,2,61.5,46,6,1117,2,2,-4.7,5,21,Low,10.5,27.5,8,0,11,30.5,Quarterly,163,135,37,47,6,Mostly Low,42,0.9,23.0,16.77,18.09,23.7,-16.6,2,No,No,0.3,97.7,24.7,2,0,Low,Jul,Low,No,Yes,No,Director,1,No,None,0.67,10,2,No,0,53.0,23.0,Stable,High,No,Low,67.3,Stable,No,No,Low,No,Yes,No,No,No,No,No,18,1,1,37.3,9,0,0,1,2.3,6.1,-5.1,5.3,9.9,1.9,-10.8,46,17.0,Stable,17.1,No,0,0,0,0,0,0,0,0,0
1695,Beacon PLC,105,SMB,2300000,Hospitality,Hospitality - Sub3,South East,1,1,Private,Subsidiary,GDPR,No,Yes,Private Equity,14.8,39.8,0,0,0,0,1,0,0,0,0,0,0,0,0,Fortinet,No,Co-Managed,24700,12,54,18,3,A la carte,37.4,25.1,26.2,1.63,-20.4,1.83,16,58,2,1,66.9,1,35.0,18,5,112,4,4,27.8,0,19,High,34.4,21.5,5,2,16,28.4,Annually,148,59,60,21,3,Mostly Low,76,6.1,12.3,9.15,11.45,20.3,17.8,0,Yes,No,18.7,83.3,8.1,0,0,High,Jul,Low,Yes,No,No,Director,4,No,Medium,1.81,3,3,Yes,0,54.2,16.2,Stable,Medium,Unknown,Low,65.2,Increasing,Yes,No,High,No,No,No,No,No,No,Yes,2,1,1,0.0,6,0,1,1,5.4,15.5,10.4,-17.6,-10.2,7.0,7.0,73,2.5,Improving,65.6,Yes,0,0,0,0,0,0,1,0,0
1696,Ironwood & Co,360,Mid-Market,8500000,Financial Services,Financial Services - Sub1,South West,2,1,PE-Backed,Standalone,FCA/PCI,No,No,Post-IPO,9.0,53.6,0,1,1,1,0,0,1,0,0,0,1,0,0,Cato Networks,No,Fully Managed,51200,24,80,21,6,Bundle,59.0,36.4,96.3,1.47,1.1,2.44,43,442,8,1,60.2,2,45.3,73,8,103,5,2,25.5,19,20,Low,24.7,7.8,3,0,52,67.4,Annually,20,230,67,41,3,Mostly Low,50,0.8,17.2,2.27,9.45,9.5,5.5,4,No,No,9.7,87.4,19.4,1,0,Medium,Oct,Low,Yes,No,Yes,Director,3,Yes,Low,1.69,11,3,Yes,4,43.6,51.7,Increasing,Medium,No,Medium,73.3,Stable,No,No,None,No,No,No,No,No,No,No,1,1,3,0.0,8,0,1,2,-5.5,-14.7,-8.9,7.2,1.7,-0.5,-16.7,4,22.0,Improving,7.9,No,1,1,1,0,0,0,1,0,1
1697,Zenith PLC,879,Corporate,20700000,Healthcare,Healthcare - Sub3,Midlands,10,2,PE-Backed,Standalone,HIPAA-equiv,No,No,N/A,5.1,12.3,0,1,0,0,0,0,0,0,0,1,0,0,0,Versa Networks,Yes,Co-Managed,43200,12,33,11,4,A la carte,59.7,51.2,73.8,1.08,-2.9,1.91,32,592,6,1,45.1,0,0.0,71,17,442,4,3,5.5,4,26,Medium,41.4,0.0,0,1,26,60.9,Quarterly,25,65,15,25,6,Mostly Low,5,46.1,18.0,2.16,13.47,36.1,-13.8,2,No,No,8.3,72.8,17.6,1,0,Medium,Jul,Medium,No,No,No,Manager,4,No,Medium,1.57,2,3,Yes,3,41.0,74.0,Increasing,High,Unknown,Medium,80.2,Stable,No,No,Medium,No,No,No,No,No,No,No,17,0,0,7.8,9,0,0,1,0.7,2.5,-3.6,9.8,0.5,-11.9,10.6,9,19.1,Stable,47.1,No,1,0,1,1,0,1,0,0,1
1698,Argent Ltd,23,SMB,1300000,Healthcare,Healthcare - Sub1,Northern Ireland,1,1,Private,Standalone,HIPAA-equiv,No,No,N/A,26.9,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,8000,24,39,4,1,Bundle,91.0,71.5,71.3,1.85,-9.6,1.65,1,104,50,1,12.3,5,50.3,102,6,93,6,3,10.9,3,11,High,7.6,3.7,1,0,51,73.4,Quarterly,5,216,35,46,3,Mostly Low,18,-0.4,16.6,1.22,11.9,9.1,-3.4,3,Yes,No,32.5,100.0,6.1,1,2,Medium,Oct,High,No,No,Yes,Manager,2,No,Medium,0.96,24,2,No,2,66.1,29.5,Stable,Medium,No,Medium,54.8,Increasing,Yes,No,Medium,No,No,Yes,No,No,No,No,5,1,1,42.4,10,0,0,0,16.8,54.7,-6.1,-6.5,1.9,-6.7,13.9,78,16.9,Worsening,36.3,No,0,1,1,1,1,1,1,1,1
1699,Orbit Ltd,747,Public Sector,35400000,Retail,Retail - Sub2,North West,5,1,Private,Standalone,GDPR,No,No,N/A,-3.7,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Fully Managed,14200,36,14,12,1,Bundle,82.2,53.5,27.9,1.92,17.6,2.24,1,272,41,2,7.7,2,48.4,48,5,233,4,2,28.6,2,14,High,17.3,22.1,0,0,63,85.5,Quarterly,3,191,44,42,1,Mostly Low,5,51.9,15.9,1.38,5.59,28.8,11.3,4,No,No,-3.1,100.0,8.0,2,0,Medium,Jan,Medium,No,No,Yes,Manager,2,No,None,1.85,30,4,Yes,3,53.2,42.1,Increasing,High,Unknown,Low,88.0,Stable,No,No,Low,No,No,Yes,No,No,Yes,No,10,4,0,9.0,6,2,1,1,6.6,21.5,2.4,9.3,3.7,-13.1,12.2,176,5.3,Worsening,64.6,No,1,0,1,0,0,0,1,1,1
1700,Orbit Ltd,51,SMB,1900000,Insurance,Insurance - Sub3,London,1,1,PE-Backed,Subsidiary,GDPR,No,No,Post-IPO,20.4,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,8000,36,2,21,3,Bundle,25.1,19.1,72.8,1.29,0.1,1.27,1,176,5,1,78.0,6,51.7,19,3,24,3,4,12.6,8,21,Medium,17.7,27.3,0,1,1,21.3,Ad-hoc,57,90,43,28,7,Mostly Low,99,17.3,17.0,1.78,12.16,12.1,3.0,2,Unknown,No,29.1,72.0,26.8,1,1,Low,Jul,High,No,No,No,VP,2,No,None,0.22,17,1,No,2,52.0,15.1,Decreasing,Medium,No,Low,88.0,Stable,No,No,Medium,No,No,No,No,No,No,No,1,3,1,15.7,4,1,0,2,-2.6,-7.4,-1.1,-0.9,-6.0,-3.5,7.9,3,8.6,Improving,35.3,Yes,0,0,0,0,0,0,0,1,0
1701,Sterling Systems,1057,Public Sector,29600000,Hospitality,Hospitality - Sub1,East Anglia,10,2,Public,Subsidiary,GDPR,No,No,N/A,3.1,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,Yes,Co-Managed,45500,24,1,19,1,Bundle,66.5,46.0,59.4,0.85,10.0,2.08,1,104,60,2,26.7,0,41.3,33,6,617,3,3,-9.6,18,6,Low,18.1,29.4,3,0,38,52.4,Ad-hoc,155,16,32,27,4,Mixed,42,37.3,13.7,10.88,13.88,40.8,35.3,0,Unknown,No,-13.0,88.4,0.0,0,0,Medium,Jul,High,No,No,Yes,Manager,3,No,Low,1.84,3,1,No,2,61.2,49.7,Increasing,High,No,High,39.0,Increasing,No,Yes,None,No,No,No,No,No,No,No,5,3,1,45.5,11,0,0,2,8.8,17.9,-9.5,-12.8,4.3,-4.2,-11.8,21,4.0,Stable,35.7,No,0,0,0,0,1,0,0,0,0
1702,Fusion Solutions,2250,Public Sector,123600000,Utilities,Utilities - Sub3,Scotland,13,2,Private,Subsidiary,GDPR,No,No,Private Equity,7.8,42.4,1,1,0,0,0,0,1,0,0,0,0,0,0,Palo Alto Networks,No,Co-Managed,148400,12,46,14,3,Bundle,43.8,40.1,51.3,1.08,-12.2,1.95,59,182,2,3,54.8,4,30.4,26,8,43,5,4,0.1,5,27,Low,44.8,13.9,2,0,41,42.7,Quarterly,14,8,31,25,6,Mixed,71,24.5,17.6,1.94,2.78,11.7,-30.6,4,Unknown,Yes,-6.4,93.6,13.4,2,0,Low,Jan,Medium,Yes,No,No,VP,2,Yes,Low,2.15,84,2,No,2,67.4,36.1,Increasing,Medium,Unknown,Low,49.2,Stable,No,No,Medium,No,No,No,No,No,No,Yes,0,2,0,22.6,4,2,0,1,6.4,19.5,-8.4,3.3,-1.1,-4.5,4.7,62,14.7,Improving,45.0,Yes,0,0,1,0,0,0,1,0,0
1703,Fusion Solutions,260,Mid-Market,7300000,Hospitality,Hospitality - Sub3,Wales,1,1,Private,Subsidiary,GDPR,No,No,Post-IPO,-1.0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,Yes,Fully Managed,9200,36,4,0,2,Bundle,46.8,28.2,62.9,1.2,7.8,2.47,1,108,18,1,55.8,0,7.6,58,13,219,2,2,-3.1,7,14,Low,17.2,7.2,1,0,15,42.0,Annually,9,77,13,50,4,Mostly Low,38,-14.1,17.9,2.85,8.5,3.2,-45.5,1,Unknown,No,-7.7,99.5,12.5,0,0,Medium,Jan,Low,No,Yes,No,C-Suite,2,No,Low,3.42,10,2,No,2,60.4,51.6,Increasing,Medium,Yes,Medium,41.7,Decreasing,No,No,High,No,No,Yes,No,No,No,No,4,1,0,19.9,9,0,2,0,0.3,0.6,-2.7,1.4,-7.7,-3.8,-5.7,306,17.7,Worsening,23.4,No,0,0,0,0,0,1,0,0,1
1704,Cascade Holdings,20,SMB,1000000,Financial Services,Financial Services - Sub1,London,1,1,PE-Backed,Standalone,FCA/PCI,No,No,N/A,-0.2,78.6,0,0,0,0,0,0,0,0,0,1,0,0,0,Cato Networks,No,Co-Managed,22200,36,27,9,1,A la carte,33.9,22.8,14.4,1.4,19.3,2.22,24,182,3,1,70.7,0,70.7,52,10,212,1,2,-3.1,3,22,Medium,55.0,17.9,0,2,57,42.4,Monthly,173,60,26,40,6,Mostly Low,52,30.8,23.9,3.61,10.15,22.3,-38.9,0,No,No,11.1,94.7,16.1,0,0,High,Jul,Medium,No,No,Yes,Director,4,No,None,2.75,2,0,Yes,1,90.0,5.0,Increasing,Low,Unknown,Medium,68.2,Increasing,No,No,None,No,No,No,No,No,No,No,1,1,0,0.0,7,0,0,2,4.1,10.0,0.2,12.5,-1.2,9.4,5.3,16,17.2,Stable,80.7,No,0,0,0,0,0,0,0,0,0
1705,Vertex Group,291,Mid-Market,14700000,Manufacturing,Manufacturing - Sub1,Northern Ireland,2,1,Private,Standalone,GDPR,No,No,N/A,2.8,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,Yes,Fully Managed,8000,12,1,3,1,Bundle,67.1,42.6,57.6,1.92,34.9,2.12,1,501,46,1,34.3,0,65.0,28,6,92,4,2,18.4,1,15,Medium,1.0,26.3,2,1,45,64.9,Ad-hoc,52,66,57,30,4,Mostly Low,14,7.4,24.3,0.32,3.41,31.4,-38.0,1,No,No,-2.8,100.0,19.0,1,0,Medium,Jan,Low,Yes,No,Yes,VP,5,No,Low,3.36,7,3,No,2,74.7,25.0,Increasing,High,No,Low,74.0,Stable,Yes,No,None,Yes,No,Yes,No,No,No,Yes,8,4,1,16.7,2,1,0,0,0.0,0.0,-0.3,9.8,4.0,-5.4,9.1,598,21.8,Improving,88.7,No,1,0,1,1,0,0,0,0,0
1706,Cascade Partners,1622,Public Sector,51600000,Education,Education - Sub1,London,17,3,Private,Standalone,GDPR,No,No,N/A,-14.8,37.2,1,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,Yes,Fully Managed,105000,24,2,7,1,Bundle,32.7,23.3,49.0,1.9,-15.8,2.64,24,1124,26,3,59.0,1,26.8,96,28,251,5,1,3.8,13,31,High,29.0,39.4,3,1,-8,34.2,Monthly,62,202,46,32,5,Mostly Low,71,19.3,16.8,3.07,6.46,20.5,-27.4,3,Unknown,No,31.9,98.8,26.9,2,0,Low,Oct,Medium,No,No,No,Director,4,No,None,1.5,12,2,No,0,60.0,42.2,Increasing,Low,No,High,71.3,Decreasing,No,No,Low,No,No,No,No,No,No,No,6,1,0,27.4,9,1,0,0,-4.6,-15.8,-0.5,-7.5,0.3,0.2,0.7,217,2.0,Stable,26.3,Yes,0,0,0,0,0,0,0,0,0
1707,Argent Corp,3031,Enterprise,121800000,Professional Services,Professional Services - Sub3,Scotland,16,2,PE-Backed,Subsidiary,GDPR,No,No,N/A,12.2,9.8,0,1,0,0,0,1,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,131200,12,14,24,5,A la carte,51.9,47.8,43.1,1.41,9.4,2.57,40,338,21,9,39.6,0,9.3,27,4,178,0,1,9.6,5,14,Low,34.8,18.7,1,0,41,51.2,Annually,7,10,59,37,4,Mostly Low,10,-3.4,3.0,2.38,5.55,5.7,-31.2,3,No,No,23.8,76.3,2.7,1,0,Low,Jul,Medium,Yes,No,No,Manager,3,Yes,Medium,2.08,5,1,No,1,73.5,44.4,Stable,Medium,No,Medium,59.2,Increasing,No,No,None,Yes,No,No,No,No,No,No,6,0,1,35.3,2,1,0,0,-1.8,-4.2,-0.1,3.2,5.8,-7.0,7.5,52,15.8,Improving,50.6,No,0,0,0,1,1,0,0,0,0
1708,Zenith Industries,803,Mid-Market,23200000,Logistics,Logistics - Sub3,Wales,5,1,Public,Standalone,GDPR,No,Yes,N/A,9.4,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,Cato Networks,No,Co-Managed,63900,24,52,18,3,A la carte,84.8,82.1,38.5,0.8,-16.3,2.61,49,83,6,3,5.8,1,0.0,43,10,459,2,2,-1.8,6,14,Low,58.2,19.0,0,1,47,68.1,Ad-hoc,56,105,68,12,3,Mostly Low,41,-26.0,8.9,5.63,6.7,21.5,-11.8,2,Unknown,No,-2.2,91.7,22.6,1,0,High,Oct,High,Yes,No,Yes,Director,5,No,High,0.56,21,1,Yes,2,66.4,53.6,Decreasing,Low,No,Medium,92.5,Decreasing,No,Yes,None,No,Yes,No,No,No,No,No,2,2,1,25.0,8,0,0,0,2.9,5.9,-5.9,0.2,6.7,4.5,-4.4,154,17.1,Worsening,66.7,No,0,0,0,0,0,1,1,0,1
1709,Cascade Ltd,60,SMB,2100000,Education,Education - Sub2,Wales,1,1,Private,Standalone,GDPR,No,Yes,Post-IPO,-10.0,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,Yes,Fully Managed,8000,24,20,2,2,A la carte,51.6,40.7,46.5,0.8,-13.5,1.47,1,66,26,1,53.0,2,82.8,87,16,149,1,3,-5.2,16,16,Medium,32.3,24.2,3,3,-2,42.5,Quarterly,13,10,56,22,2,Mostly Low,26,9.5,26.6,0.25,1.91,23.6,29.1,0,Unknown,No,17.7,79.8,5.6,2,0,Medium,Oct,Medium,No,No,Yes,VP,5,No,Low,1.28,5,0,Yes,0,90.0,38.8,Increasing,Medium,Yes,Low,19.4,Increasing,No,No,None,Yes,No,No,No,Yes,No,No,1,3,2,24.2,2,3,2,2,1.8,4.1,2.6,8.3,-10.8,6.7,4.4,209,20.9,Stable,45.2,No,0,1,0,0,0,0,0,0,0
1710,Sterling Solutions,2028,Corporate,118900000,Healthcare,Healthcare - Sub1,Wales,20,3,Public,Standalone,HIPAA-equiv,No,No,N/A,15.9,41.5,1,0,1,1,0,0,0,1,0,0,0,0,1,Palo Alto Networks,No,Co-Managed,119400,12,58,10,6,Bundle,74.3,72.3,48.7,0.8,9.2,2.5,41,46,8,3,24.3,0,61.1,27,6,90,3,1,1.8,10,7,Medium,31.2,18.1,0,2,50,70.8,Annually,308,59,39,42,5,Mixed,18,40.0,19.8,1.77,6.12,8.9,-3.1,1,Unknown,Yes,12.2,77.7,4.4,1,1,High,Apr,Medium,No,No,No,Director,5,Yes,None,1.51,7,3,No,1,47.8,31.2,Increasing,Medium,No,Medium,53.3,Stable,No,No,None,No,No,No,No,No,No,No,8,2,3,0.0,6,3,0,0,9.0,32.2,-3.5,7.3,-2.6,-8.1,-0.7,66,25.1,Improving,42.2,No,0,1,0,0,0,0,0,0,0
